country,year,total_cases,population
Afghanistan,1995,1300,17586073
Afghanistan,1996,1400,18415307
Afghanistan,1997,1500,19021226
Afghanistan,1998,1600,19496836
Afghanistan,1999,1800,19987071
Afghanistan,2000,1900,20595360
Afghanistan,2001,2000,21347782
Afghanistan,2002,2200,22202806
Afghanistan,2003,2400,23116142
Afghanistan,2004,2700,24018682
Afghanistan,2005,2900,24860855
Afghanistan,2006,3200,25631282
Afghanistan,2007,3600,26349243
Afghanistan,2008,4100,27032197
Afghanistan,2009,4600,27708187
Angola,1995,71000,12104952
Angola,1996,80000,12451945
Angola,1997,89000,12791388
Angola,1998,99000,13137542
Angola,1999,110000,13510616
Angola,2000,120000,13924930
Angola,2001,130000,14385283
Angola,2002,140000,14886574
Angola,2003,150000,15421075
Angola,2004,160000,15976715
Angola,2005,170000,16544376
Angola,2006,180000,17122409
Angola,2007,190000,17712824
Angola,2008,200000,18314441
Angola,2009,210000,18926650
Argentina,1995,47000,34833168
Argentina,1996,51000,35264070
Argentina,1997,54000,35690778
Argentina,1998,58000,36109342
Argentina,1999,61000,36514558
Argentina,2000,64000,36903067
Argentina,2001,66000,37273361
Argentina,2002,68000,37627545
Argentina,2003,71000,37970411
Argentina,2004,74000,38308779
Argentina,2005,77000,38647854
Argentina,2006,80000,38988923
Argentina,2007,83000,39331357
Argentina,2008,86000,39676083
Argentina,2009,90000,40023641
Armenia,1995,1300,3223173
Armenia,1996,1600,3173425
Armenia,1997,2000,3137652
Armenia,1998,2400,3112958
Armenia,1999,2800,3093820
Armenia,2000,3200,3076098
Armenia,2001,3500,3059960
Armenia,2002,3700,3047002
Armenia,2003,3800,3036032
Armenia,2004,3800,3025652
Armenia,2005,3800,3014917
Armenia,2006,3800,3002911
Armenia,2007,3700,2989882
Armenia,2008,3600,2977488
Armenia,2009,3600,2968154
Australia,1995,11000,18124234
Australia,1996,11000,18339037
Australia,1997,11000,18563442
Australia,1998,11000,18794552
Australia,1999,12000,19027438
Australia,2000,12000,19259377
Australia,2001,13000,19487257
Australia,2002,14000,19714625
Australia,2003,14000,19953121
Australia,2004,15000,20218481
Australia,2005,16000,20520736
Australia,2006,17000,20865583
Australia,2007,18000,21246274
Australia,2008,19000,21645095
Australia,2009,20000,22037143
Austria,1995,1900,7985372
Austria,1996,2300,8009345
Austria,1997,2800,8014124
Austria,1998,3300,8009051
Austria,1999,4000,8007843
Austria,2000,4700,8020262
Austria,2001,5500,8049440
Austria,2002,6400,8091804
Austria,2003,7500,8142322
Austria,2004,8600,8193157
Austria,2005,9900,8238604
Austria,2006,11000,8277393
Austria,2007,12000,8311463
Austria,2008,14000,8342129
Austria,2009,15000,8371711
Azerbaijan,1995,600,7770806
Azerbaijan,1996,600,7852273
Azerbaijan,1997,1200,7921745
Azerbaijan,1998,1600,7984460
Azerbaijan,1999,2000,8047936
Azerbaijan,2000,2500,8117742
Azerbaijan,2001,3000,8195427
Azerbaijan,2002,3500,8279768
Azerbaijan,2003,3900,8370169
Azerbaijan,2004,4400,8465127
Azerbaijan,2005,4800,8563398
Azerbaijan,2006,5100,8665006
Azerbaijan,2007,5400,8770122
Azerbaijan,2008,5700,8877669
Azerbaijan,2009,6000,8986266
Burundi,1995,160000,6209923
Burundi,1996,160000,6294482
Burundi,1997,160000,6369573
Burundi,1998,160000,6447672
Burundi,1999,150000,6545273
Burundi,2000,140000,6674286
Burundi,2001,130000,6839376
Burundi,2002,130000,7037727
Burundi,2003,120000,7264340
Burundi,2004,110000,7510771
Burundi,2005,110000,7770392
Burundi,2006,100000,8042579
Burundi,2007,99000,8328312
Burundi,2008,94000,8624280
Burundi,2009,89000,8926687
Belgium,1995,4400,10161914
Belgium,1996,5000,10186767
Belgium,1997,5800,10205970
Belgium,1998,6600,10222896
Belgium,1999,7400,10242449
Belgium,2000,8300,10268380
Belgium,2001,9300,10300775
Belgium,2002,10000,10338969
Belgium,2003,11000,10384953
Belgium,2004,12000,10440977
Belgium,2005,13000,10508080
Belgium,2006,15000,10587731
Belgium,2007,16000,10678058
Belgium,2008,17000,10772572
Belgium,2009,18000,10862441
Benin,1995,72000,5985658
Benin,1996,72000,6176318
Benin,1997,71000,6361301
Benin,1998,70000,6546493
Benin,1999,69000,6740491
Benin,2000,67000,6949366
Benin,2001,66000,7174911
Benin,2002,64000,7414744
Benin,2003,62000,7665681
Benin,2004,61000,7922796
Benin,2005,60000,8182362
Benin,2006,60000,8443671
Benin,2007,60000,8707490
Benin,2008,60000,8973293
Benin,2009,61000,9240783
Burkina Faso,1995,180000,10089876
Burkina Faso,1996,180000,10372562
Burkina Faso,1997,170000,10664982
Burkina Faso,1998,170000,10967836
Burkina Faso,1999,160000,11281942
Burkina Faso,2000,160000,11607944
Burkina Faso,2001,150000,11946080
Burkina Faso,2002,150000,12296399
Burkina Faso,2003,140000,12659086
Burkina Faso,2004,140000,13034258
Burkina Faso,2005,130000,13421929
Burkina Faso,2006,130000,13822257
Burkina Faso,2007,130000,14235075
Burkina Faso,2008,120000,14659646
Burkina Faso,2009,120000,15094967
Bangladesh,1995,1300,119869585
Bangladesh,1996,1300,122400896
Bangladesh,1997,1400,124945315
Bangladesh,1998,1600,127478524
Bangladesh,1999,1800,129966823
Bangladesh,2000,2000,132383265
Bangladesh,2001,2200,134729503
Bangladesh,2002,2500,137006279
Bangladesh,2003,2800,139185986
Bangladesh,2004,3200,141235035
Bangladesh,2005,3700,143135180
Bangladesh,2006,4200,144868702
Bangladesh,2007,4800,146457067
Bangladesh,2008,5400,147969967
Bangladesh,2009,6100,149503100
Bulgaria,1995,600,8358116
Bulgaria,1996,600,8274592
Bulgaria,1997,600,8199715
Bulgaria,1998,1000,8131424
Bulgaria,1999,1200,8065947
Bulgaria,2000,1500,8000510
Bulgaria,2001,1700,7934973
Bulgaria,2002,2000,7870488
Bulgaria,2003,2200,7806995
Bulgaria,2004,2500,7744575
Bulgaria,2005,2800,7683264
Bulgaria,2006,3100,7622852
Bulgaria,2007,3300,7563141
Bulgaria,2008,3500,7504206
Bulgaria,2009,3700,7446197
Bahamas,1995,6600,280050
Bahamas,1996,6700,283678
Bahamas,1997,6700,286845
Bahamas,1998,6600,289926
Bahamas,1999,6600,293442
Bahamas,2000,6500,297759
Bahamas,2001,6500,303005
Bahamas,2002,6400,309039
Bahamas,2003,6300,315624
Bahamas,2004,6300,322400
Bahamas,2005,6300,329088
Bahamas,2006,6400,335622
Bahamas,2007,6400,342049
Bahamas,2008,6400,348340
Bahamas,2009,6300,354492
Belarus,1995,160,10189075
Belarus,1996,350,10156258
Belarus,1997,350,10120556
Belarus,1998,600,10080772
Belarus,1999,1600,10034775
Belarus,2000,2900,9981460
Belarus,2001,4900,9920173
Belarus,2002,7500,9852866
Belarus,2003,10000,9784111
Belarus,2004,13000,9719991
Belarus,2005,15000,9664714
Belarus,2006,16000,9620359
Belarus,2007,17000,9585368
Belarus,2008,18000,9555801
Belarus,2009,19000,9525785
Belize,1995,2000,206962
Belize,1996,2300,212375
Belize,1997,2500,218484
Belize,1998,2700,225083
Belize,1999,3000,231860
Belize,2000,3200,238586
Belize,2001,3400,245198
Belize,2002,3500,251766
Belize,2003,3700,258346
Belize,2004,3900,265040
Belize,2005,4000,271920
Belize,2006,4100,278985
Belize,2007,4200,286196
Belize,2008,4400,293544
Belize,2009,4500,301016
Bolivia,1995,24000,7635362
Bolivia,1996,24000,7806953
Bolivia,1997,25000,7978521
Bolivia,1998,25000,8150214
Bolivia,1999,26000,8322408
Bolivia,2000,26000,8495271
Bolivia,2001,26000,8669066
Bolivia,2002,25000,8843350
Bolivia,2003,25000,9016787
Bolivia,2004,24000,9187610
Bolivia,2005,22000,9354709
Bolivia,2006,21000,9517395
Bolivia,2007,20000,9676456
Bolivia,2008,19000,9834098
Bolivia,2009,18000,9993406
Brazil,1995,350000,161890816
Brazil,1996,370000,164392423
Brazil,1997,390000,166925457
Brazil,1998,410000,169472347
Brazil,1999,430000,172006362
Brazil,2000,440000,174504898
Brazil,2001,450000,176968205
Brazil,2002,460000,179393768
Brazil,2003,470000,181752951
Brazil,2004,480000,184010283
Brazil,2005,480000,186142403
Brazil,2006,480000,188134315
Brazil,2007,490000,189996976
Brazil,2008,490000,191765567
Brazil,2009,490000,193490922
Barbados,1995,600,263165
Barbados,1996,1100,263884
Barbados,1997,1100,264606
Barbados,1998,1100,265370
Barbados,1999,1200,266220
Barbados,2000,1200,267190
Barbados,2001,1200,268296
Barbados,2002,1200,269524
Barbados,2003,1200,270844
Barbados,2004,1300,272205
Barbados,2005,1300,273568
Barbados,2006,1300,274923
Barbados,2007,1300,276277
Barbados,2008,1400,277634
Barbados,2009,1400,279006
Bhutan,1995,60,509105
Bhutan,1996,60,512594
Bhutan,1997,60,521146
Bhutan,1998,60,533737
Bhutan,1999,60,548599
Bhutan,2000,60,564350
Bhutan,2001,60,580888
Bhutan,2002,160,598455
Bhutan,2003,160,616383
Bhutan,2004,350,633893
Bhutan,2005,350,650417
Bhutan,2006,350,665568
Bhutan,2007,600,679365
Bhutan,2008,600,692159
Bhutan,2009,600,704542
Botswana,1995,160000,1583453
Botswana,1996,180000,1620989
Botswana,1997,210000,1657349
Botswana,1998,230000,1692148
Botswana,1999,250000,1724924
Botswana,2000,260000,1755375
Botswana,2001,270000,1783349
Botswana,2002,270000,1808976
Botswana,2003,280000,1832602
Botswana,2004,280000,1854739
Botswana,2005,280000,1875805
Botswana,2006,280000,1895944
Botswana,2007,280000,1915187
Botswana,2008,290000,1933719
Botswana,2009,290000,1951715
Central African Republic,1995,170000,3275695
Central African Republic,1996,170000,3350299
Central African Republic,1997,170000,3424733
Central African Republic,1998,180000,3498140
Central African Republic,1999,180000,3569523
Central African Republic,2000,170000,3638316
Central African Republic,2001,170000,3704045
Central African Republic,2002,170000,3767248
Central African Republic,2003,160000,3829636
Central African Republic,2004,160000,3893595
Central African Republic,2005,150000,3960897
Central African Republic,2006,150000,4032102
Central African Republic,2007,140000,4106897
Central African Republic,2008,140000,4185106
Central African Republic,2009,130000,4266247
Canada,1995,40000,29294899
Canada,1996,41000,29586368
Canada,1997,42000,29866502
Canada,1998,43000,30140562
Canada,1999,45000,30415664
Canada,2000,47000,30697425
Canada,2001,48000,30986788
Canada,2002,51000,31283746
Canada,2003,53000,31591631
Canada,2004,55000,31914080
Canada,2005,57000,32253092
Canada,2006,59000,32610984
Canada,2007,62000,32985806
Canada,2008,64000,33369898
Canada,2009,67000,33752618
Switzerland,1995,12000,7017042
Switzerland,1996,12000,7059633
Switzerland,1997,12000,7090176
Switzerland,1998,13000,7113505
Switzerland,1999,13000,7136813
Switzerland,2000,13000,7165581
Switzerland,2001,14000,7200783
Switzerland,2002,14000,7241511
Switzerland,2003,15000,7289079
Switzerland,2004,16000,7344597
Switzerland,2005,16000,7408608
Switzerland,2006,17000,7482167
Switzerland,2007,18000,7564712
Switzerland,2008,19000,7653062
Switzerland,2009,19000,7742768
Chile,1995,19000,14440103
Chile,1996,24000,14662323
Chile,1997,28000,14872458
Chile,1998,33000,15072409
Chile,1999,37000,15265536
Chile,2000,40000,15454402
Chile,2001,42000,15639289
Chile,2002,44000,15819522
Chile,2003,46000,15995658
Chile,2004,47000,16168241
Chile,2005,48000,16337749
Chile,2006,49000,16504530
Chile,2007,49000,16668892
Chile,2008,50000,16831184
Chile,2009,50000,16991729
Cote d'Ivoire,1995,540000,14217430
Cote d'Ivoire,1996,570000,14632391
Cote d'Ivoire,1997,580000,15042149
Cote d'Ivoire,1998,590000,15436470
Cote d'Ivoire,1999,590000,15802248
Cote d'Ivoire,2000,580000,16131332
Cote d'Ivoire,2001,560000,16420173
Cote d'Ivoire,2002,540000,16674987
Cote d'Ivoire,2003,520000,16909801
Cote d'Ivoire,2004,490000,17144325
Cote d'Ivoire,2005,470000,17393994
Cote d'Ivoire,2006,440000,17662417
Cote d'Ivoire,2007,420000,17949061
Cote d'Ivoire,2008,400000,18260044
Cote d'Ivoire,2009,380000,18601342
Cameroon,1995,230000,13929575
Cameroon,1996,270000,14316949
Cameroon,1997,310000,14709426
Cameroon,1998,350000,15107909
Cameroon,1999,390000,15513653
Cameroon,2000,420000,15927713
Cameroon,2001,450000,16350440
Cameroon,2002,470000,16782044
Cameroon,2003,490000,17223277
Cameroon,2004,500000,17674960
Cameroon,2005,520000,18137734
Cameroon,2006,530000,18611937
Cameroon,2007,540000,19097676
Cameroon,2008,540000,19595026
Cameroon,2009,550000,20103945
"Congo, Rep.",1995,75000,42012524
"Congo, Rep.",1996,75000,43122601
"Congo, Rep.",1997,75000,44078397
"Congo, Rep.",1998,75000,44960941
"Congo, Rep.",1999,75000,45889100
"Congo, Rep.",2000,74000,46949244
"Congo, Rep.",2001,74000,48167045
"Congo, Rep.",2002,74000,49516960
"Congo, Rep.",2003,74000,50972323
"Congo, Rep.",2004,74000,52487293
"Congo, Rep.",2005,74000,54028003
"Congo, Rep.",2006,75000,55590838
"Congo, Rep.",2007,76000,57187942
"Congo, Rep.",2008,77000,58819038
"Congo, Rep.",2009,79000,60486276
Colombia,1995,100000,36573895
Colombia,1996,110000,37236124
Colombia,1997,110000,37901358
Colombia,1998,120000,38568056
Colombia,1999,130000,39234115
Colombia,2000,130000,39897984
Colombia,2001,130000,40558648
Colombia,2002,140000,41216304
Colombia,2003,140000,41872051
Colombia,2004,140000,42527623
Colombia,2005,140000,43184026
Colombia,2006,150000,43841370
Colombia,2007,150000,44498390
Colombia,2008,150000,45153037
Colombia,2009,150000,45802561
Comoros,1995,60,465895
Comoros,1996,60,477548
Comoros,1997,60,489627
Comoros,1998,60,502128
Comoros,1999,60,515028
Comoros,2000,60,528312
Comoros,2001,60,541976
Comoros,2002,60,556028
Comoros,2003,160,570491
Comoros,2004,160,585389
Comoros,2005,160,600733
Comoros,2006,160,616526
Comoros,2007,160,632736
Comoros,2008,350,649291
Comoros,2009,350,666097
Cape Verde,1995,2100,399477
Cape Verde,1996,2200,408790
Cape Verde,1997,2300,417562
Cape Verde,1998,2400,425932
Cape Verde,1999,2500,434168
Cape Verde,2000,2600,442426
Cape Verde,2001,2700,450812
Cape Verde,2002,2800,459140
Cape Verde,2003,2900,466939
Cape Verde,2004,3000,473577
Cape Verde,2005,3000,478651
Cape Verde,2006,3100,481940
Cape Verde,2007,3200,483713
Cape Verde,2008,3200,484651
Cape Verde,2009,3200,485714
Costa Rica,1995,2600,3478197
Costa Rica,1996,2900,3566605
Costa Rica,1997,3300,3658020
Costa Rica,1998,3700,3750585
Costa Rica,1999,4100,3841734
Costa Rica,2000,4500,3929588
Costa Rica,2001,5000,4013488
Costa Rica,2002,5500,4093840
Costa Rica,2003,6000,4171145
Costa Rica,2004,6500,4246336
Costa Rica,2005,6900,4320130
Costa Rica,2006,7300,4392493
Costa Rica,2007,7700,4463226
Costa Rica,2008,8100,4532711
Costa Rica,2009,8400,4601424
Cuba,1995,1800,10932013
Cuba,1996,2000,10980758
Cuba,1997,2200,11024249
Cuba,1998,2500,11063917
Cuba,1999,2800,11101580
Cuba,2000,3100,11138416
Cuba,2001,3600,11175465
Cuba,2002,4100,11212125
Cuba,2003,4700,11245926
Cuba,2004,5400,11273363
Cuba,2005,6200,11292078
Cuba,2006,7100,11301100
Cuba,2007,8100,11301674
Cuba,2008,9300,11296355
Cuba,2009,11000,11288826
Czech Republic,1995,600,10339223
Czech Republic,1996,600,10327823
Czech Republic,1997,600,10311228
Czech Republic,1998,1000,10291153
Czech Republic,1999,1100,10270096
Czech Republic,2000,1300,10250398
Czech Republic,2001,1400,10231435
Czech Republic,2002,1500,10214070
Czech Republic,2003,1600,10203846
Czech Republic,2004,1600,10207862
Czech Republic,2005,1700,10230683
Czech Republic,2006,1800,10274906
Czech Republic,2007,1800,10337782
Czech Republic,2008,1900,10411836
Czech Republic,2009,2000,10486434
Germany,1995,36000,83147770
Germany,1996,37000,83388930
Germany,1997,38000,83490697
Germany,1998,39000,83500716
Germany,1999,41000,83490881
Germany,2000,42000,83512459
Germany,2001,44000,83583461
Germany,2002,47000,83685160
Germany,2003,49000,83788480
Germany,2004,52000,83848844
Germany,2005,56000,83835978
Germany,2006,59000,83740302
Germany,2007,62000,83578794
Germany,2008,65000,83379538
Germany,2009,68000,83182774
Djibouti,1995,7700,663999
Djibouti,1996,8900,675891
Djibouti,1997,10000,687897
Djibouti,1998,11000,699922
Djibouti,1999,12000,711652
Djibouti,2000,12000,722887
Djibouti,2001,12000,733732
Djibouti,2002,12000,744434
Djibouti,2003,12000,755085
Djibouti,2004,11000,765776
Djibouti,2005,11000,776585
Djibouti,2006,11000,787544
Djibouti,2007,10000,798690
Djibouti,2008,10000,810100
Djibouti,2009,9700,821865
Dominican Republic,1995,41000,7977966
Dominican Republic,1996,44000,8118570
Dominican Republic,1997,47000,8256496
Dominican Republic,1998,49000,8392534
Dominican Republic,1999,50000,8527881
Dominican Republic,2000,51000,8663421
Dominican Republic,2001,52000,8799298
Dominican Republic,2002,52000,8935261
Dominican Republic,2003,51000,9071318
Dominican Republic,2004,50000,9207389
Dominican Republic,2005,49000,9343362
Dominican Republic,2006,48000,9479269
Dominican Republic,2007,47000,9615015
Dominican Republic,2008,46000,9750195
Dominican Republic,2009,45000,9884265
Ecuador,1995,20000,11315800
Ecuador,1996,22000,11557151
Ecuador,1997,24000,11799289
Ecuador,1998,26000,12042454
Ecuador,1999,28000,12286995
Ecuador,2000,30000,12533087
Ecuador,2001,32000,12780869
Ecuador,2002,33000,13030041
Ecuador,2003,34000,13279806
Ecuador,2004,34000,13529091
Ecuador,2005,35000,13777131
Ecuador,2006,35000,14023503
Ecuador,2007,35000,14268397
Ecuador,2008,34000,14512402
Ecuador,2009,34000,14756424
Egypt,1995,2300,61168397
Egypt,1996,3100,62123592
Egypt,1997,4300,63094069
Egypt,1998,5700,64084443
Egypt,1999,7300,65097777
Egypt,2000,8400,66136590
Egypt,2001,9100,67204189
Egypt,2002,9300,68302914
Egypt,2003,9100,69432477
Egypt,2004,8800,70591288
Egypt,2005,8400,71777678
Egypt,2006,8100,72990754
Egypt,2007,8000,74229577
Egypt,2008,8000,75491922
Egypt,2009,8300,76775023
Eritrea,1995,12000,3407812
Eritrea,1996,16000,3473399
Eritrea,1997,18000,3560353
Eritrea,1998,20000,3668350
Eritrea,1999,21000,3795384
Eritrea,2000,22000,3939348
Eritrea,2001,23000,4101609
Eritrea,2002,24000,4281576
Eritrea,2003,24000,4472533
Eritrea,2004,24000,4665522
Eritrea,2005,24000,4854066
Eritrea,2006,24000,5035036
Eritrea,2007,24000,5209846
Eritrea,2008,24000,5382163
Eritrea,2009,23000,5557889
Spain,1995,110000,39420568
Spain,1996,110000,39513721
Spain,1997,110000,39603778
Spain,1998,120000,39729942
Spain,1999,120000,39944692
Spain,2000,120000,40282828
Spain,2001,120000,40756675
Spain,2002,120000,41346738
Spain,2003,130000,42015864
Spain,2004,130000,42710301
Spain,2005,130000,43387477
Spain,2006,130000,44038456
Spain,2007,140000,44664067
Spain,2008,140000,45243381
Spain,2009,140000,45754265
Estonia,1995,600,1433076
Estonia,1996,600,1412522
Estonia,1997,1400,1397071
Estonia,1998,1900,1385531
Estonia,1999,2700,1375744
Estonia,2000,3600,1366117
Estonia,2001,4700,1356549
Estonia,2002,5700,1347674
Estonia,2003,6700,1339453
Estonia,2004,7500,1331928
Estonia,2005,8100,1325112
Estonia,2006,8600,1318893
Estonia,2007,9000,1313138
Estonia,2008,9300,1307827
Estonia,2009,9500,1302965
Ethiopia,1995,910000,57023519
Ethiopia,1996,1000000,58815116
Ethiopia,1997,1100000,60584273
Ethiopia,1998,1200000,62353942
Ethiopia,1999,1200000,64158887
Ethiopia,2000,1300000,66024199
Ethiopia,2001,1300000,67956866
Ethiopia,2002,1300000,69948344
Ethiopia,2003,1200000,71989666
Ethiopia,2004,1200000,74066147
Ethiopia,2005,1100000,76167240
Ethiopia,2006,1100000,78290649
Ethiopia,2007,990000,80440708
Ethiopia,2008,930000,82621190
Ethiopia,2009,870000,84838032
Finland,1995,1000,5108176
Finland,1996,1100,5126021
Finland,1997,1200,5140755
Finland,1998,1300,5153229
Finland,1999,1500,5164780
Finland,2000,1600,5176482
Finland,2001,1700,5188330
Finland,2002,1800,5200259
Finland,2003,2000,5213213
Finland,2004,2100,5228340
Finland,2005,2200,5246368
Finland,2006,2300,5267817
Finland,2007,2400,5292261
Finland,2008,2600,5318297
Finland,2009,2700,5343927
Fiji,1995,60,775587
Fiji,1996,60,784647
Fiji,1997,60,793098
Fiji,1998,60,800616
Fiji,1999,60,806857
Fiji,2000,60,811647
Fiji,2001,60,814700
Fiji,2002,60,816237
Fiji,2003,60,817224
Fiji,2004,60,818995
Fiji,2005,60,822484
Fiji,2006,160,828060
Fiji,2007,160,835392
Fiji,2008,160,843851
Fiji,2009,160,852479
France,1995,96000,58008958
France,1996,98000,58216225
France,1997,100000,58418324
France,1998,110000,58635564
France,1999,110000,58894671
France,2000,120000,59213096
France,2001,120000,59600714
France,2002,120000,60047743
France,2003,130000,60527640
France,2004,130000,61002537
France,2005,130000,61444972
France,2006,140000,61845239
France,2007,140000,62210877
France,2008,150000,62552614
France,2009,150000,62888318
Gabon,1995,16000,1080477
Gabon,1996,19000,1108698
Gabon,1997,22000,1137412
Gabon,1998,26000,1166525
Gabon,1999,29000,1195919
Gabon,2000,32000,1225527
Gabon,2001,35000,1255299
Gabon,2002,38000,1285318
Gabon,2003,39000,1315820
Gabon,2004,41000,1347125
Gabon,2005,42000,1379465
Gabon,2006,43000,1412907
Gabon,2007,44000,1447388
Gabon,2008,45000,1482843
Gabon,2009,45000,1519155
United Kingdom,1995,28000,57997197
United Kingdom,1996,29000,58168519
United Kingdom,1997,32000,58346633
United Kingdom,1998,35000,58534306
United Kingdom,1999,38000,58735006
United Kingdom,2000,42000,58951444
United Kingdom,2001,46000,59183774
United Kingdom,2002,54000,59431937
United Kingdom,2003,58000,59697954
United Kingdom,2004,64000,59984118
United Kingdom,2005,70000,60291414
United Kingdom,2006,76000,60620907
United Kingdom,2007,81000,60970360
United Kingdom,2008,86000,61333257
United Kingdom,2009,89000,61700797
Georgia,1995,350,5067143
Georgia,1996,600,4990097
Georgia,1997,600,4922489
Georgia,1998,600,4861848
Georgia,1999,600,4803312
Georgia,2000,600,4743591
Georgia,2001,1100,4682290
Georgia,2002,1300,4621837
Georgia,2003,1500,4564938
Georgia,2004,1800,4515280
Georgia,2005,2000,4475306
Georgia,2006,2400,4446032
Georgia,2007,2800,4426077
Georgia,2008,3200,4412502
Georgia,2009,3700,4401093
Ghana,1995,170000,16760926
Ghana,1996,190000,17169151
Ghana,1997,200000,17568461
Ghana,1998,220000,17968830
Ghana,1999,230000,18384302
Ghana,2000,240000,18825034
Ghana,2001,250000,19293392
Ghana,2002,250000,19786307
Ghana,2003,260000,20301686
Ghana,2004,260000,20835514
Ghana,2005,250000,21384034
Ghana,2006,250000,21947779
Ghana,2007,250000,22525659
Ghana,2008,240000,23110139
Ghana,2009,240000,23691533
Guinea,1995,48000,7837173
Guinea,1996,53000,8094751
Guinea,1997,58000,8296478
Guinea,1998,62000,8457221
Guinea,1999,66000,8600911
Guinea,2000,69000,8746128
Guinea,2001,72000,8895353
Guinea,2002,75000,9045748
Guinea,2003,77000,9204581
Guinea,2004,78000,9379621
Guinea,2005,80000,9576331
Guinea,2006,81000,9798963
Guinea,2007,82000,10046967
Guinea,2008,83000,10314678
Guinea,2009,83000,10593248
Gambia,1995,1900,1065746
Gambia,1996,2300,1095930
Gambia,1997,2800,1126986
Gambia,1998,3300,1159271
Gambia,1999,4000,1193143
Gambia,2000,4800,1228863
Gambia,2001,5700,1266691
Gambia,2002,6700,1306667
Gambia,2003,7700,1348548
Gambia,2004,8800,1391934
Gambia,2005,9800,1436549
Gambia,2006,11000,1482324
Gambia,2007,11000,1529406
Gambia,2008,12000,1577984
