year,week,region,cases
2000,22,Tillaberi,308
2000,22,Zinder,68
2000,23,Agadez,19
2000,23,Diffa,0
2000,23,Dosso,53
2000,23,Maradi,222
2000,23,Niamey,42
2000,23,Tahoua,222
2000,23,Tillaberi,214
2000,23,Zinder,56
2000,24,Agadez,5
2000,24,Diffa,0
2000,24,Dosso,73
2000,24,Maradi,120
2000,24,Niamey,29
2000,24,Tahoua,182
2000,24,Tillaberi,176
2000,24,Zinder,51
2000,25,Agadez,2
2000,25,Diffa,1
2000,25,Dosso,77
2000,25,Maradi,173
2000,25,Niamey,20
2000,25,Tahoua,162
2000,25,Tillaberi,87
2000,25,Zinder,47
2000,26,Agadez,0
2000,26,Diffa,0
2000,26,Dosso,86
2000,26,Maradi,148
2000,26,Niamey,14
2000,26,Tahoua,177
2000,26,Tillaberi,61
2000,26,Zinder,48
2000,27,Agadez,4
2000,27,Diffa,0
2000,27,Dosso,57
2000,27,Maradi,176
2000,27,Niamey,6
2000,27,Tahoua,147
2000,27,Tillaberi,49
2000,27,Zinder,31
2000,28,Agadez,0
2000,28,Diffa,0
2000,28,Dosso,59
2000,28,Maradi,144
2000,28,Niamey,6
2000,28,Tahoua,107
2000,28,Tillaberi,33
2000,28,Zinder,51
2000,29,Agadez,1
2000,29,Diffa,0
2000,29,Dosso,26
2000,29,Maradi,93
2000,29,Niamey,3
2000,29,Tahoua,65
2000,29,Tillaberi,40
2000,29,Zinder,28
2000,30,Agadez,2
2000,30,Diffa,0
2000,30,Dosso,16
2000,30,Maradi,53
2000,30,Niamey,9
2000,30,Tahoua,104
2000,30,Tillaberi,8
2000,30,Zinder,24
2000,31,Agadez,1
2000,31,Diffa,0
2000,31,Dosso,14
2000,31,Maradi,81
2000,31,Niamey,2
2000,31,Tahoua,100
2000,31,Tillaberi,14
2000,31,Zinder,18
2000,32,Agadez,0
2000,32,Diffa,0
2000,32,Dosso,15
2000,32,Maradi,60
2000,32,Niamey,5
2000,32,Tahoua,65
2000,32,Tillaberi,15
2000,32,Zinder,3
2000,33,Agadez,0
2000,33,Diffa,0
2000,33,Dosso,10
2000,33,Maradi,51
2000,33,Niamey,7
2000,33,Tahoua,92
2000,33,Tillaberi,15
2000,33,Zinder,9
2000,34,Agadez,0
2000,34,Diffa,0
2000,34,Dosso,7
2000,34,Maradi,46
2000,34,Niamey,3
2000,34,Tahoua,63
2000,34,Tillaberi,8
2000,34,Zinder,3
2000,35,Agadez,0
2000,35,Diffa,0
2000,35,Dosso,1
2000,35,Maradi,54
2000,35,Niamey,3
2000,35,Tahoua,48
2000,35,Tillaberi,7
2000,35,Zinder,9
2000,36,Agadez,0
2000,36,Diffa,0
2000,36,Dosso,5
2000,36,Maradi,36
2000,36,Niamey,0
2000,36,Tahoua,119
2000,36,Tillaberi,8
2000,36,Zinder,1
2000,37,Agadez,0
2000,37,Diffa,0
2000,37,Dosso,6
2000,37,Maradi,15
2000,37,Niamey,3
2000,37,Tahoua,62
2000,37,Tillaberi,9
2000,37,Zinder,3
2000,38,Agadez,1
2000,38,Diffa,0
2000,38,Dosso,6
2000,38,Maradi,45
2000,38,Niamey,4
2000,38,Tahoua,72
2000,38,Tillaberi,2
2000,38,Zinder,3
2000,39,Agadez,0
2000,39,Diffa,0
2000,39,Dosso,14
2000,39,Maradi,32
2000,39,Niamey,2
2000,39,Tahoua,40
2000,39,Tillaberi,2
2000,39,Zinder,5
2000,40,Agadez,0
2000,40,Diffa,0
2000,40,Dosso,11
2000,40,Maradi,21
2000,40,Niamey,5
2000,40,Tahoua,47
2000,40,Tillaberi,2
2000,40,Zinder,6
2000,41,Agadez,0
2000,41,Diffa,0
2000,41,Dosso,6
2000,41,Maradi,17
2000,41,Niamey,2
2000,41,Tahoua,45
2000,41,Tillaberi,0
2000,41,Zinder,0
2000,42,Agadez,0
2000,42,Diffa,0
2000,42,Dosso,6
2000,42,Maradi,23
2000,42,Niamey,2
2000,42,Tahoua,42
2000,42,Tillaberi,0
2000,42,Zinder,4
2000,43,Agadez,0
2000,43,Diffa,0
2000,43,Dosso,8
2000,43,Maradi,6
2000,43,Niamey,0
2000,43,Tahoua,47
2000,43,Tillaberi,1
2000,43,Zinder,8
2000,44,Agadez,0
2000,44,Diffa,0
2000,44,Dosso,3
2000,44,Maradi,10
2000,44,Niamey,1
2000,44,Tahoua,26
2000,44,Tillaberi,8
2000,44,Zinder,5
2000,45,Agadez,0
2000,45,Diffa,0
2000,45,Dosso,2
2000,45,Maradi,26
2000,45,Niamey,0
2000,45,Tahoua,52
2000,45,Tillaberi,3
2000,45,Zinder,2
2000,46,Agadez,0
2000,46,Diffa,0
2000,46,Dosso,4
2000,46,Maradi,44
2000,46,Niamey,0
2000,46,Tahoua,64
2000,46,Tillaberi,0
2000,46,Zinder,7
2000,47,Agadez,0
2000,47,Diffa,0
2000,47,Dosso,10
2000,47,Maradi,24
2000,47,Niamey,0
2000,47,Tahoua,110
2000,47,Tillaberi,0
2000,47,Zinder,8
2000,48,Agadez,0
2000,48,Diffa,0
2000,48,Dosso,6
2000,48,Maradi,63
2000,48,Niamey,1
2000,48,Tahoua,155
2000,48,Tillaberi,0
2000,48,Zinder,18
2000,49,Agadez,0
2000,49,Diffa,0
2000,49,Dosso,11
2000,49,Maradi,39
2000,49,Niamey,0
2000,49,Tahoua,139
2000,49,Tillaberi,0
2000,49,Zinder,7
2000,50,Agadez,0
2000,50,Diffa,0
2000,50,Dosso,10
2000,50,Maradi,78
2000,50,Niamey,5
2000,50,Tahoua,174
2000,50,Tillaberi,0
2000,50,Zinder,4
2000,51,Agadez,2
2000,51,Diffa,0
2000,51,Dosso,3
2000,51,Maradi,120
2000,51,Niamey,2
2000,51,Tahoua,240
2000,51,Tillaberi,12
2000,51,Zinder,14
2000,52,Agadez,0
2000,52,Diffa,0
2000,52,Dosso,2
2000,52,Maradi,85
2000,52,Niamey,4
2000,52,Tahoua,226
2000,52,Tillaberi,1
2000,52,Zinder,2
2001,1,Agadez,0
2001,1,Diffa,0
2001,1,Dosso,13
2001,1,Maradi,130
2001,1,Niamey,16
2001,1,Tahoua,226
2001,1,Tillaberi,10
2001,1,Zinder,15
2001,2,Agadez,0
2001,2,Diffa,0
2001,2,Dosso,16
2001,2,Maradi,114
2001,2,Niamey,17
2001,2,Tahoua,311
2001,2,Tillaberi,4
2001,2,Zinder,9
2001,3,Agadez,0
2001,3,Diffa,0
2001,3,Dosso,46
2001,3,Maradi,193
2001,3,Niamey,23
2001,3,Tahoua,359
2001,3,Tillaberi,4
2001,3,Zinder,14
2001,4,Agadez,0
2001,4,Diffa,0
2001,4,Dosso,54
2001,4,Maradi,234
2001,4,Niamey,39
2001,4,Tahoua,350
2001,4,Tillaberi,4
2001,4,Zinder,22
2001,5,Agadez,0
2001,5,Diffa,0
2001,5,Dosso,65
2001,5,Maradi,259
2001,5,Niamey,42
2001,5,Tahoua,441
2001,5,Tillaberi,19
2001,5,Zinder,17
2001,6,Agadez,0
2001,6,Diffa,1
2001,6,Dosso,68
2001,6,Maradi,297
2001,6,Niamey,93
2001,6,Tahoua,352
2001,6,Tillaberi,25
2001,6,Zinder,21
2001,7,Agadez,0
2001,7,Diffa,0
2001,7,Dosso,70
2001,7,Maradi,269
2001,7,Niamey,169
2001,7,Tahoua,368
2001,7,Tillaberi,37
2001,7,Zinder,56
2001,8,Agadez,1
2001,8,Diffa,11
2001,8,Dosso,77
2001,8,Maradi,357
2001,8,Niamey,207
2001,8,Tahoua,304
2001,8,Tillaberi,57
2001,8,Zinder,51
2001,9,Agadez,1
2001,9,Diffa,9
2001,9,Dosso,118
2001,9,Maradi,458
2001,9,Niamey,286
2001,9,Tahoua,352
2001,9,Tillaberi,75
2001,9,Zinder,81
2001,10,Agadez,13
2001,10,Diffa,10
2001,10,Dosso,107
2001,10,Maradi,442
2001,10,Niamey,375
2001,10,Tahoua,315
2001,10,Tillaberi,125
2001,10,Zinder,82
2001,11,Agadez,0
2001,11,Diffa,0
2001,11,Dosso,196
2001,11,Maradi,764
2001,11,Niamey,560
2001,11,Tahoua,404
2001,11,Tillaberi,249
2001,11,Zinder,122
2001,12,Agadez,5
2001,12,Diffa,0
2001,12,Dosso,251
2001,12,Maradi,828
2001,12,Niamey,703
2001,12,Tahoua,477
2001,12,Tillaberi,333
2001,12,Zinder,175
2001,13,Agadez,3
2001,13,Diffa,9
2001,13,Dosso,296
2001,13,Maradi,810
2001,13,Niamey,848
2001,13,Tahoua,553
2001,13,Tillaberi,446
2001,13,Zinder,204
2001,14,Agadez,5
2001,14,Diffa,14
2001,14,Dosso,479
2001,14,Maradi,1029
2001,14,Niamey,1066
2001,14,Tahoua,623
2001,14,Tillaberi,550
2001,14,Zinder,373
2001,15,Agadez,2
2001,15,Diffa,14
2001,15,Dosso,395
2001,15,Maradi,1166
2001,15,Niamey,1084
2001,15,Tahoua,686
2001,15,Tillaberi,700
2001,15,Zinder,538
2001,16,Agadez,14
2001,16,Diffa,22
2001,16,Dosso,466
2001,16,Maradi,1196
2001,16,Niamey,844
2001,16,Tahoua,648
2001,16,Tillaberi,604
2001,16,Zinder,486
2001,17,Agadez,5
2001,17,Diffa,23
2001,17,Dosso,395
2001,17,Maradi,1068
2001,17,Niamey,832
2001,17,Tahoua,664
2001,17,Tillaberi,637
2001,17,Zinder,653
2001,18,Agadez,7
2001,18,Diffa,35
2001,18,Dosso,349
2001,18,Maradi,1154
2001,18,Niamey,601
2001,18,Tahoua,574
2001,18,Tillaberi,506
2001,18,Zinder,628
2001,19,Agadez,0
2001,19,Diffa,37
2001,19,Dosso,303
2001,19,Maradi,981
2001,19,Niamey,387
2001,19,Tahoua,564
2001,19,Tillaberi,692
2001,19,Zinder,647
2001,20,Agadez,4
2001,20,Diffa,21
2001,20,Dosso,205
2001,20,Maradi,1006
2001,20,Niamey,426
2001,20,Tahoua,466
2001,20,Tillaberi,408
2001,20,Zinder,640
2001,21,Agadez,1
2001,21,Diffa,72
2001,21,Dosso,205
2001,21,Maradi,766
2001,21,Niamey,237
2001,21,Tahoua,378
2001,21,Tillaberi,412
2001,21,Zinder,606
2001,22,Agadez,4
2001,22,Diffa,26
2001,22,Dosso,137
2001,22,Maradi,987
2001,22,Niamey,132
2001,22,Tahoua,338
2001,22,Tillaberi,447
2001,22,Zinder,608
2001,23,Agadez,8
2001,23,Diffa,54
2001,23,Dosso,153
2001,23,Maradi,673
2001,23,Niamey,95
2001,23,Tahoua,365
2001,23,Tillaberi,186
2001,23,Zinder,623
2001,24,Agadez,8
2001,24,Diffa,65
2001,24,Dosso,136
2001,24,Maradi,531
2001,24,Niamey,45
2001,24,Tahoua,250
2001,24,Tillaberi,183
2001,24,Zinder,439
2001,25,Agadez,7
2001,25,Diffa,49
2001,25,Dosso,94
2001,25,Maradi,270
2001,25,Niamey,24
2001,25,Tahoua,207
2001,25,Tillaberi,146
2001,25,Zinder,342
2001,26,Agadez,4
2001,26,Diffa,49
2001,26,Dosso,52
2001,26,Maradi,193
2001,26,Niamey,13
2001,26,Tahoua,153
2001,26,Tillaberi,64
2001,26,Zinder,308
2001,27,Agadez,2
2001,27,Diffa,46
2001,27,Dosso,61
2001,27,Maradi,222
2001,27,Niamey,12
2001,27,Tahoua,124
2001,27,Tillaberi,106
2001,27,Zinder,291
2001,28,Agadez,2
2001,28,Diffa,41
2001,28,Dosso,29
2001,28,Maradi,196
2001,28,Niamey,1
2001,28,Tahoua,80
2001,28,Tillaberi,92
2001,28,Zinder,222
2001,29,Agadez,3
2001,29,Diffa,21
2001,29,Dosso,20
2001,29,Maradi,76
2001,29,Niamey,2
2001,29,Tahoua,80
2001,29,Tillaberi,61
2001,29,Zinder,173
2001,30,Agadez,6
2001,30,Diffa,13
2001,30,Dosso,23
2001,30,Maradi,53
2001,30,Niamey,4
2001,30,Tahoua,40
2001,30,Tillaberi,43
2001,30,Zinder,192
2001,31,Agadez,0
2001,31,Diffa,28
2001,31,Dosso,10
2001,31,Maradi,40
2001,31,Niamey,0
2001,31,Tahoua,32
2001,31,Tillaberi,43
2001,31,Zinder,91
2001,32,Agadez,1
2001,32,Diffa,13
2001,32,Dosso,6
2001,32,Maradi,64
2001,32,Niamey,0
2001,32,Tahoua,42
2001,32,Tillaberi,18
2001,32,Zinder,100
2001,33,Agadez,1
2001,33,Diffa,11
2001,33,Dosso,7
2001,33,Maradi,32
2001,33,Niamey,0
2001,33,Tahoua,29
2001,33,Tillaberi,21
2001,33,Zinder,67
2001,34,Agadez,3
2001,34,Diffa,12
2001,34,Dosso,2
2001,34,Maradi,18
2001,34,Niamey,0
2001,34,Tahoua,7
2001,34,Tillaberi,17
2001,34,Zinder,46
2001,35,Agadez,4
2001,35,Diffa,7
2001,35,Dosso,1
2001,35,Maradi,26
2001,35,Niamey,0
2001,35,Tahoua,17
2001,35,Tillaberi,70
2001,35,Zinder,56
2001,36,Agadez,2
2001,36,Diffa,11
2001,36,Dosso,0
2001,36,Maradi,8
2001,36,Niamey,0
2001,36,Tahoua,27
2001,36,Tillaberi,3
2001,36,Zinder,33
2001,37,Agadez,14
2001,37,Diffa,11
2001,37,Dosso,0
2001,37,Maradi,7
2001,37,Niamey,0
2001,37,Tahoua,12
2001,37,Tillaberi,13
2001,37,Zinder,39
2001,38,Agadez,6
2001,38,Diffa,4
2001,38,Dosso,2
2001,38,Maradi,1
2001,38,Niamey,0
2001,38,Tahoua,9
2001,38,Tillaberi,1
2001,38,Zinder,28
2001,39,Agadez,0
2001,39,Diffa,8
2001,39,Dosso,4
2001,39,Maradi,4
2001,39,Niamey,0
2001,39,Tahoua,4
2001,39,Tillaberi,8
2001,39,Zinder,31
2001,40,Agadez,9
2001,40,Diffa,10
2001,40,Dosso,36
2001,40,Maradi,13
2001,40,Niamey,0
2001,40,Tahoua,3
2001,40,Tillaberi,5
2001,40,Zinder,32
2001,41,Agadez,5
2001,41,Diffa,24
2001,41,Dosso,2
2001,41,Maradi,1
2001,41,Niamey,0
2001,41,Tahoua,0
2001,41,Tillaberi,0
2001,41,Zinder,77
2001,42,Agadez,12
2001,42,Diffa,18
2001,42,Dosso,6
2001,42,Maradi,3
2001,42,Niamey,0
2001,42,Tahoua,14
2001,42,Tillaberi,2
2001,42,Zinder,58
2001,43,Agadez,11
2001,43,Diffa,9
2001,43,Dosso,2
2001,43,Maradi,1
2001,43,Niamey,0
2001,43,Tahoua,7
2001,43,Tillaberi,1
2001,43,Zinder,35
2001,44,Agadez,28
2001,44,Diffa,7
2001,44,Dosso,1
2001,44,Maradi,1
2001,44,Niamey,0
2001,44,Tahoua,1
2001,44,Tillaberi,0
2001,44,Zinder,47
2001,45,Agadez,20
2001,45,Diffa,4
2001,45,Dosso,1
2001,45,Maradi,1
2001,45,Niamey,0
2001,45,Tahoua,5
2001,45,Tillaberi,0
2001,45,Zinder,22
2001,46,Agadez,18
2001,46,Diffa,2
2001,46,Dosso,1
2001,46,Maradi,0
2001,46,Niamey,0
2001,46,Tahoua,0
2001,46,Tillaberi,0
2001,46,Zinder,19
2001,47,Agadez,13
2001,47,Diffa,6
2001,47,Dosso,5
2001,47,Maradi,2
2001,47,Niamey,0
2001,47,Tahoua,8
2001,47,Tillaberi,14
2001,47,Zinder,56
2001,48,Agadez,55
2001,48,Diffa,12
2001,48,Dosso,0
2001,48,Maradi,1
2001,48,Niamey,0
2001,48,Tahoua,4
2001,48,Tillaberi,4
2001,48,Zinder,69
2001,49,Agadez,21
2001,49,Diffa,21
2001,49,Dosso,0
2001,49,Maradi,1
2001,49,Niamey,0
2001,49,Tahoua,11
2001,49,Tillaberi,33
2001,49,Zinder,59
2001,50,Agadez,18
2001,50,Diffa,8
2001,50,Dosso,3
2001,50,Maradi,4
2001,50,Niamey,0
2001,50,Tahoua,18
2001,50,Tillaberi,12
2001,50,Zinder,93
2001,51,Agadez,10
2001,51,Diffa,9
2001,51,Dosso,4
2001,51,Maradi,2
2001,51,Niamey,0
2001,51,Tahoua,20
2001,51,Tillaberi,4
2001,51,Zinder,162
2001,52,Agadez,24
2001,52,Diffa,24
2001,52,Dosso,0
2001,52,Maradi,3
2001,52,Niamey,1
2001,52,Tahoua,48
2001,52,Tillaberi,0
2001,52,Zinder,108
2002,1,Agadez,19
2002,1,Diffa,16
2002,1,Dosso,2
2002,1,Maradi,21
2002,1,Niamey,4
2002,1,Tahoua,98
2002,1,Tillaberi,1
2002,1,Zinder,172
2002,2,Agadez,42
2002,2,Diffa,19
2002,2,Dosso,11
2002,2,Maradi,4
2002,2,Niamey,2
2002,2,Tahoua,68
2002,2,Tillaberi,0
2002,2,Zinder,243
2002,3,Agadez,46
2002,3,Diffa,17
2002,3,Dosso,8
2002,3,Maradi,11
2002,3,Niamey,4
2002,3,Tahoua,99
2002,3,Tillaberi,1
2002,3,Zinder,306
2002,4,Agadez,52
2002,4,Diffa,37
2002,4,Dosso,36
2002,4,Maradi,36
2002,4,Niamey,1
2002,4,Tahoua,86
2002,4,Tillaberi,9
2002,4,Zinder,394
2002,5,Agadez,42
2002,5,Diffa,25
2002,5,Dosso,2
2002,5,Maradi,10
2002,5,Niamey,2
2002,5,Tahoua,113
2002,5,Tillaberi,2
2002,5,Zinder,299
2002,6,Agadez,29
2002,6,Diffa,36
2002,6,Dosso,6
2002,6,Maradi,26
2002,6,Niamey,1
2002,6,Tahoua,78
2002,6,Tillaberi,8
2002,6,Zinder,378
2002,7,Agadez,91
2002,7,Diffa,35
2002,7,Dosso,26
2002,7,Maradi,59
2002,7,Niamey,1
2002,7,Tahoua,62
2002,7,Tillaberi,4
2002,7,Zinder,324
2002,8,Agadez,35
2002,8,Diffa,40
2002,8,Dosso,3
2002,8,Maradi,44
2002,8,Niamey,1
2002,8,Tahoua,101
2002,8,Tillaberi,13
2002,8,Zinder,415
2002,9,Agadez,36
2002,9,Diffa,45
2002,9,Dosso,22
2002,9,Maradi,74
2002,9,Niamey,3
2002,9,Tahoua,112
2002,9,Tillaberi,17
2002,9,Zinder,540
2002,10,Agadez,54
2002,10,Diffa,83
2002,10,Dosso,19
2002,10,Maradi,117
2002,10,Niamey,2
2002,10,Tahoua,160
2002,10,Tillaberi,28
2002,10,Zinder,654
2002,11,Agadez,42
2002,11,Diffa,78
2002,11,Dosso,27
2002,11,Maradi,134
2002,11,Niamey,2
2002,11,Tahoua,136
2002,11,Tillaberi,29
2002,11,Zinder,826
2002,12,Agadez,90
2002,12,Diffa,67
2002,12,Dosso,44
2002,12,Maradi,179
2002,12,Niamey,6
2002,12,Tahoua,172
2002,12,Tillaberi,82
2002,12,Zinder,923
2002,13,Agadez,70
2002,13,Diffa,83
2002,13,Dosso,36
2002,13,Maradi,94
2002,13,Niamey,6
2002,13,Tahoua,166
2002,13,Tillaberi,38
2002,13,Zinder,1026
2002,14,Agadez,92
2002,14,Diffa,91
2002,14,Dosso,33
2002,14,Maradi,146
2002,14,Niamey,17
2002,14,Tahoua,195
2002,14,Tillaberi,69
2002,14,Zinder,886
2002,15,Agadez,90
2002,15,Diffa,86
2002,15,Dosso,46
2002,15,Maradi,96
2002,15,Niamey,12
2002,15,Tahoua,182
2002,15,Tillaberi,53
2002,15,Zinder,954
2002,16,Agadez,108
2002,16,Diffa,83
2002,16,Dosso,49
2002,16,Maradi,157
2002,16,Niamey,16
2002,16,Tahoua,167
2002,16,Tillaberi,3
2002,16,Zinder,1031
2002,17,Agadez,85
2002,17,Diffa,95
2002,17,Dosso,57
2002,17,Maradi,92
2002,17,Niamey,21
2002,17,Tahoua,198
2002,17,Tillaberi,54
2002,17,Zinder,1208
2002,18,Agadez,71
2002,18,Diffa,59
2002,18,Dosso,43
2002,18,Maradi,113
2002,18,Niamey,17
2002,18,Tahoua,188
2002,18,Tillaberi,15
2002,18,Zinder,1188
2002,19,Agadez,85
2002,19,Diffa,77
2002,19,Dosso,52
2002,19,Maradi,92
2002,19,Niamey,14
2002,19,Tahoua,194
2002,19,Tillaberi,21
2002,19,Zinder,1084
2002,20,Agadez,64
2002,20,Diffa,63
2002,20,Dosso,31
2002,20,Maradi,121
2002,20,Niamey,4
2002,20,Tahoua,163
2002,20,Tillaberi,72
2002,20,Zinder,1105
2002,21,Agadez,64
2002,21,Diffa,40
2002,21,Dosso,15
2002,21,Maradi,44
2002,21,Niamey,4
2002,21,Tahoua,166
2002,21,Tillaberi,68
2002,21,Zinder,1057
2002,22,Agadez,47
2002,22,Diffa,46
2002,22,Dosso,43
2002,22,Maradi,93
2002,22,Niamey,8
2002,22,Tahoua,122
2002,22,Tillaberi,34
2002,22,Zinder,1021
2002,23,Agadez,48
2002,23,Diffa,82
2002,23,Dosso,20
2002,23,Maradi,57
2002,23,Niamey,6
2002,23,Tahoua,124
2002,23,Tillaberi,44
2002,23,Zinder,704
2002,24,Agadez,36
2002,24,Diffa,91
2002,24,Dosso,26
2002,24,Maradi,86
2002,24,Niamey,2
2002,24,Tahoua,123
2002,24,Tillaberi,22
2002,24,Zinder,840
2002,25,Agadez,31
2002,25,Diffa,89
2002,25,Dosso,30
2002,25,Maradi,35
2002,25,Niamey,1
2002,25,Tahoua,109
2002,25,Tillaberi,17
2002,25,Zinder,842
2002,26,Agadez,24
2002,26,Diffa,37
2002,26,Dosso,25
2002,26,Maradi,44
2002,26,Niamey,0
2002,26,Tahoua,53
2002,26,Tillaberi,44
2002,26,Zinder,601
2002,27,Agadez,33
2002,27,Diffa,42
2002,27,Dosso,23
2002,27,Maradi,36
2002,27,Niamey,0
2002,27,Tahoua,49
2002,27,Tillaberi,17
2002,27,Zinder,626
2002,28,Agadez,43
2002,28,Diffa,50
2002,28,Dosso,11
2002,28,Maradi,17
2002,28,Niamey,1
2002,28,Tahoua,24
2002,28,Tillaberi,28
2002,28,Zinder,474
2002,29,Agadez,26
2002,29,Diffa,25
2002,29,Dosso,10
2002,29,Maradi,21
2002,29,Niamey,0
2002,29,Tahoua,34
2002,29,Tillaberi,21
2002,29,Zinder,356
2002,30,Agadez,19
2002,30,Diffa,16
2002,30,Dosso,3
2002,30,Maradi,11
2002,30,Niamey,2
2002,30,Tahoua,17
2002,30,Tillaberi,6
2002,30,Zinder,284
2002,31,Agadez,8
2002,31,Diffa,19
2002,31,Dosso,1
2002,31,Maradi,16
2002,31,Niamey,2
2002,31,Tahoua,17
2002,31,Tillaberi,4
2002,31,Zinder,216
2002,32,Agadez,10
2002,32,Diffa,14
2002,32,Dosso,0
2002,32,Maradi,9
2002,32,Niamey,1
2002,32,Tahoua,37
2002,32,Tillaberi,2
2002,32,Zinder,198
2002,33,Agadez,12
2002,33,Diffa,8
2002,33,Dosso,4
2002,33,Maradi,20
2002,33,Niamey,0
2002,33,Tahoua,15
2002,33,Tillaberi,6
2002,33,Zinder,132
2002,34,Agadez,11
2002,34,Diffa,16
2002,34,Dosso,3
2002,34,Maradi,5
2002,34,Niamey,0
2002,34,Tahoua,16
2002,34,Tillaberi,0
2002,34,Zinder,188
2002,35,Agadez,4
2002,35,Diffa,0
2002,35,Dosso,6
2002,35,Maradi,15
2002,35,Niamey,0
2002,35,Tahoua,6
2002,35,Tillaberi,0
2002,35,Zinder,185
2002,36,Agadez,6
2002,36,Diffa,1
2002,36,Dosso,3
2002,36,Maradi,20
2002,36,Niamey,0
2002,36,Tahoua,6
2002,36,Tillaberi,6
2002,36,Zinder,93
2002,37,Agadez,5
2002,37,Diffa,2
2002,37,Dosso,5
2002,37,Maradi,3
2002,37,Niamey,0
2002,37,Tahoua,1
2002,37,Tillaberi,5
2002,37,Zinder,75
2002,38,Agadez,5
2002,38,Diffa,1
2002,38,Dosso,0
2002,38,Maradi,30
2002,38,Niamey,0
2002,38,Tahoua,2
2002,38,Tillaberi,23
2002,38,Zinder,64
2002,39,Agadez,2
2002,39,Diffa,7
2002,39,Dosso,2
2002,39,Maradi,25
2002,39,Niamey,0
2002,39,Tahoua,4
2002,39,Tillaberi,1
2002,39,Zinder,54
2002,40,Agadez,0
2002,40,Diffa,0
2002,40,Dosso,0
2002,40,Maradi,7
2002,40,Niamey,0
2002,40,Tahoua,4
2002,40,Tillaberi,0
2002,40,Zinder,59
2002,41,Agadez,0
2002,41,Diffa,0
2002,41,Dosso,3
2002,41,Maradi,10
2002,41,Niamey,0
2002,41,Tahoua,1
2002,41,Tillaberi,1
2002,41,Zinder,84
2002,42,Agadez,0
2002,42,Diffa,0
2002,42,Dosso,0
2002,42,Maradi,1
2002,42,Niamey,0
2002,42,Tahoua,20
2002,42,Tillaberi,1
2002,42,Zinder,51
2002,43,Agadez,0
2002,43,Diffa,0
2002,43,Dosso,0
2002,43,Maradi,2
2002,43,Niamey,0
2002,43,Tahoua,4
2002,43,Tillaberi,3
2002,43,Zinder,71
2002,44,Agadez,0
2002,44,Diffa,0
2002,44,Dosso,0
2002,44,Maradi,5
2002,44,Niamey,0
2002,44,Tahoua,3
2002,44,Tillaberi,3
2002,44,Zinder,43
2002,45,Agadez,0
2002,45,Diffa,0
2002,45,Dosso,22
2002,45,Maradi,7
2002,45,Niamey,0
2002,45,Tahoua,4
2002,45,Tillaberi,0
2002,45,Zinder,77
2002,46,Agadez,0
2002,46,Diffa,0
2002,46,Dosso,2
2002,46,Maradi,5
2002,46,Niamey,1
2002,46,Tahoua,6
2002,46,Tillaberi,0
2002,46,Zinder,36
2002,47,Agadez,0
2002,47,Diffa,0
2002,47,Dosso,1
2002,47,Maradi,19
2002,47,Niamey,0
2002,47,Tahoua,11
2002,47,Tillaberi,0
2002,47,Zinder,56
2002,48,Agadez,2
2002,48,Diffa,0
2002,48,Dosso,1
2002,48,Maradi,20
2002,48,Niamey,0
2002,48,Tahoua,0
2002,48,Tillaberi,0
2002,48,Zinder,49
2002,49,Agadez,0
2002,49,Diffa,0
2002,49,Dosso,1
2002,49,Maradi,10
2002,49,Niamey,0
2002,49,Tahoua,4
2002,49,Tillaberi,0
2002,49,Zinder,96
2002,50,Agadez,0
2002,50,Diffa,0
2002,50,Dosso,2
2002,50,Maradi,41
2002,50,Niamey,1
2002,50,Tahoua,4
2002,50,Tillaberi,0
2002,50,Zinder,25
2002,51,Agadez,0
2002,51,Diffa,0
2002,51,Dosso,1
2002,51,Maradi,53
2002,51,Niamey,0
2002,51,Tahoua,9
2002,51,Tillaberi,11
2002,51,Zinder,127
2002,52,Agadez,0
2002,52,Diffa,0
2002,52,Dosso,9
2002,52,Maradi,28
2002,52,Niamey,0
2002,52,Tahoua,13
2002,52,Tillaberi,16
2002,52,Zinder,128
2003,1,Agadez,0
2003,1,Diffa,1
2003,1,Dosso,7
2003,1,Maradi,65
2003,1,Niamey,1
2003,1,Tahoua,21
2003,1,Tillaberi,49
2003,1,Zinder,193
2003,2,Agadez,2
2003,2,Diffa,4
2003,2,Dosso,1
2003,2,Maradi,87
2003,2,Niamey,1
2003,2,Tahoua,21
2003,2,Tillaberi,20
2003,2,Zinder,195
2003,3,Agadez,2
2003,3,Diffa,0
2003,3,Dosso,23
2003,3,Maradi,111
2003,3,Niamey,0
2003,3,Tahoua,38
2003,3,Tillaberi,47
2003,3,Zinder,296
2003,4,Agadez,3
2003,4,Diffa,0
2003,4,Dosso,26
2003,4,Maradi,153
2003,4,Niamey,2
2003,4,Tahoua,40
2003,4,Tillaberi,49
2003,4,Zinder,402
2003,5,Agadez,2
2003,5,Diffa,1
2003,5,Dosso,42
2003,5,Maradi,215
2003,5,Niamey,2
2003,5,Tahoua,60
2003,5,Tillaberi,78
2003,5,Zinder,455
2003,6,Agadez,5
2003,6,Diffa,1
2003,6,Dosso,39
2003,6,Maradi,186
2003,6,Niamey,0
2003,6,Tahoua,45
2003,6,Tillaberi,92
2003,6,Zinder,623
2003,7,Agadez,6
2003,7,Diffa,1
2003,7,Dosso,106
2003,7,Maradi,273
2003,7,Niamey,0
2003,7,Tahoua,84
2003,7,Tillaberi,105
